orderItemID,orderID,food,orderedBy,orderType,food_name,food_type,food_cuisine,ingredients,dateOfBirth,feedback
643249bf362c27c707fe2d0d,64316ada362c27c707fe2308,64315e59362c27c707fe15b5,64315d86362c27c707fe153a,5,Vegan Miso Soup,Vegetarian,Japanese,"Vegetables 
Sheet nori 
Yellow miso paste 
Green chard 
Onion
Tofu ",1994-01-29,4
643249be362c27c707fe2921,64316ada362c27c707fe21b5,64315e59362c27c707fe15a1,64315d86362c27c707fe153a,6,Chicken cordon bleu,Non-vegetarian,French,"Chicken
Cheese
Ham
Egg
Chicken breast
Bread crumbs
Butter
Garlic
Flour
Salt
Black pepper
Parmesan
Swiss cheese
Dijon mustard",1994-01-29,2
643249be362c27c707fe291f,64316ada362c27c707fe21b5,64315e59362c27c707fe15b0,64315d86362c27c707fe153a,6,Vegetarian Japanese Curry,Vegetarian,Japanese,"Cauliflower
Corn
Green beans
Okra
Zcchini
Crimini mushroom
Portobello mushroom
Shiitake mushroom
",1994-01-29,2
643249be362c27c707fe2920,64316ada362c27c707fe21b5,64315e59362c27c707fe15d9,64315d86362c27c707fe153a,6,Chicken A La King,Non-vegetarian,American,"Butter
Mushrooms 
Flour
Chicken
Milk
Egg 
Heavy creamy
Frozen peas
Drained pimientos
",1994-01-29,2
643249bf362c27c707fe2b90,64316ada362c27c707fe2289,64315e59362c27c707fe15b1,64315d86362c27c707fe153a,2,Teriyaki Tofu,Vegetarian,Japanese,"Tofu
Soy sauce
Canola oil
Cornstarch
White peppe
Teriyaki Sauce
brown sugar
Rice vinegar
Dry sherry
Sesame oil
Ginger
Garlic
Rice
Scallions
",1994-01-29,4
643249bf362c27c707fe2b8e,64316ada362c27c707fe2289,64315e59362c27c707fe1574,64315d86362c27c707fe153a,2,string hoppers,Vegetarian,Sri Lankan,"Rice flour
",1994-01-29,4
643249bf362c27c707fe2b91,64316ada362c27c707fe2289,64315e59362c27c707fe158b,64315d86362c27c707fe153a,2,Italian Farro Salad,Vegetarian,Italian,"Farro
Feta cheese
Dried Tomatoes
Cucumber
Cherry tomatoes
Peas
Parsey
Olive oil
Honey
Red wine vinegar",1994-01-29,4
643249bf362c27c707fe2b8f,64316ada362c27c707fe2289,64315e59362c27c707fe15a4,64315d86362c27c707fe153a,2,Garlic Sesame Noodles,Vegetarian,Chinese,"Oil
Sriracha
Soy sauce
Garlic
Sesame oil
Ginger
Rice vinegar
Honey
Rice noodles
",1994-01-29,4
643249bf362c27c707fe2d13,64316ada362c27c707fe230b,64315e59362c27c707fe15cd,64315d86362c27c707fe153a,10,Thai chicken curry,Non-vegetarian,Tai,"Coconut oil
Onion
Chicken
Garlic
Ginger 
Ground coriander 
Coconut milk
Carrots
Thai red curry paste 
Fresh spinach
Lime 
Brown sugar
Cilantro ",1994-01-29,3
643249bf362c27c707fe2bf4,64316ada362c27c707fe22aa,64315e59362c27c707fe1593,64315d86362c27c707fe1545,8,Vegetarian Bourguignon,Vegetarian,French,"Braising steak
Bay leaves
Red wine
Oil
Carrots
Onions
Falour
Tomato
Butter
Bacon lardons
Onions
Mushrooms
Parsley",2000-08-27,5
643249bf362c27c707fe2bf3,64316ada362c27c707fe22aa,64315e59362c27c707fe15b8,64315d86362c27c707fe1545,8,Sashimi,Non-vegetarian,Japanese,"Soy sauce
Sesame
Wasabi
Sushi grade fish",2000-08-27,5
643249bf362c27c707fe2bf5,64316ada362c27c707fe22aa,64315e59362c27c707fe15ad,64315d86362c27c707fe1545,8,Chinese Mixed Fried Rice,Non-vegetarian,Chinese,"Rice
Chicken
Prawns
Sausages
Egg
Vegetable
Sauce
Garlic
Onion
Chili pepper
Soy Sauce
Scallion",2000-08-27,5
643249bf362c27c707fe2bf6,64316ada362c27c707fe22aa,64315e59362c27c707fe157a,64315d86362c27c707fe1545,8,Jeera Alo,Vegetarian,Indian,"Potato
Cumin
Chili pepper
Coriander
Salt
Dhaniya Powder
Chili powder
Lemon
Textured vegetable protein",2000-08-27,5
643249bf362c27c707fe2b3d,64316ada362c27c707fe2268,64315e59362c27c707fe1593,64315d86362c27c707fe1545,7,Vegetarian Bourguignon,Vegetarian,French,"Braising steak
Bay leaves
Red wine
Oil
Carrots
Onions
Falour
Tomato
Butter
Bacon lardons
Onions
Mushrooms
Parsley",2000-08-27,4
643249bf362c27c707fe2b3c,64316ada362c27c707fe2268,64315e59362c27c707fe15c0,64315d86362c27c707fe1545,7,Thai Coconut Rice,Vegetarian,Tai,"Rice 
Coconut milk 
White sugar
Salt
Pandan leaves
Lime leaves 
Coconut ",2000-08-27,4
643249bf362c27c707fe2b3f,64316ada362c27c707fe2268,64315e59362c27c707fe1580,64315d86362c27c707fe1545,7,Curried Parmesan Fish Fingers,Non-vegetarian,Indian,"Fish
Lemon 
Garlic
Green chillies
Basil leaves
Salt
Curry powder
Eggs 
Oil
Parmesesan cheese",2000-08-27,4
643249bf362c27c707fe2b3e,64316ada362c27c707fe2268,64315e59362c27c707fe15d5,64315d86362c27c707fe1545,7,Pastrami Sandwich,Non-vegetarian,American,"Butter
Bread 
Provolone
Swiss cheese 
Pastrami 
Sauerkraut 
Mayonnaise 
Mustard ",2000-08-27,4
643249bf362c27c707fe2d5f,64316ada362c27c707fe2328,64315e59362c27c707fe1577,64315d86362c27c707fe1545,2,Palak paneer,Vegetarian,Indian,"Paneer cheese
Spinach
Butter
Onion
Garam masala
Garlic
Tomato
Chili pepper
Cream
Cumin
Singer
Salt
Dhaniya Powder
Fenugreek leaves
",2000-08-27,2
643249bf362c27c707fe2d5e,64316ada362c27c707fe2328,64315e59362c27c707fe15e2,64315d86362c27c707fe1545,2,Greek Chickpea Soup,Vegetarian,Greek,"Chickpeas
Onion
Olive oil
Bay leaf
Oregano
Pepper
Salt
Lemons
Flour
Vegetable stock",2000-08-27,2
643249be362c27c707fe26f9,64316ada362c27c707fe2100,64315e59362c27c707fe15cf,64315d86362c27c707fe1545,3,Maque Choux,Vegetarian,American,"Maize
Butter
Onion
Bell Pepper
Tomato
Cream
Garlic
Salt
Minced garlic
Black pepper
Celery",2000-08-27,1
643249be362c27c707fe26fa,64316ada362c27c707fe2100,64315e59362c27c707fe1575,64315d86362c27c707fe1545,3,Dhal curry ,Vegetarian,Sri Lankan,"Dhal
Sri Lankan Spices",2000-08-27,1
643249be362c27c707fe26f6,64316ada362c27c707fe2100,64315e59362c27c707fe15e1,64315d86362c27c707fe1545,3,Tzatziki ,Vegetarian,Greek,"Cucumber 
Greek yogurt
Olive oil
Fresh mint 
Lemon 
Garlic
Salt",2000-08-27,1
643249be362c27c707fe26f7,64316ada362c27c707fe2100,64315e59362c27c707fe15d6,64315d86362c27c707fe1545,3,Chicken Over Rice,Non-vegetarian,American,"chicken
Lemon 
Oregano
Coriander seed
Garlic
Olive oil
Salt 
Black pepper
Canola oil
Butter
Turmeric
Ground cumin
Basmati rice
Mayonnaise
Greek yogurt
Sugar
White vinegar
Parsley
Tomato",2000-08-27,1
643249be362c27c707fe26f8,64316ada362c27c707fe2100,64315e59362c27c707fe1581,64315d86362c27c707fe1545,3,Goan Prawn Curry With Raw,Non-vegetarian,Indian,"Coriander seeds
Cumin seeds
peppercorns
turmeric
Coconut
Garlic
Chillies
Prawns
Curry leaves
Coconut oil",2000-08-27,1
643249be362c27c707fe2751,64316ada362c27c707fe2120,64315e59362c27c707fe15d7,64315d86362c27c707fe1545,3,Corn Dog,Non-vegetarian,American,"Flour
Egg
Cornmeal
Salt
Baking Powder
Buttermilk
Sausage",2000-08-27,2
643249be362c27c707fe274f,64316ada362c27c707fe2120,64315e59362c27c707fe15e2,64315d86362c27c707fe1545,3,Greek Chickpea Soup,Vegetarian,Greek,"Chickpeas
Onion
Olive oil
Bay leaf
Oregano
Pepper
Salt
Lemons
Flour
Vegetable stock",2000-08-27,2
643249be362c27c707fe274e,64316ada362c27c707fe2120,64315e59362c27c707fe158f,64315d86362c27c707fe1545,3,Creamy lemon chicken piccata,Non-vegetarian,Italian,"Chicken
Salt
Peper
Folour
Butter
Olive oil
Lemons
Heavy cream
Capers
Parsley
Pasta
",2000-08-27,2
643249be362c27c707fe2750,64316ada362c27c707fe2120,64315e59362c27c707fe15d4,64315d86362c27c707fe1545,3,Broccoli quinoa cakes,Vegetarian,American,"Quinoa
Broccoli
Scallion
Basil, dill
Italian parsley
Egg
Salt
Pepper
Garli
Almond flour 
Cheese
Oil ",2000-08-27,2
643249bf362c27c707fe2aaf,64316ada362c27c707fe2238,64315e59362c27c707fe15b5,64315d86362c27c707fe1545,9,Vegan Miso Soup,Vegetarian,Japanese,"Vegetables 
Sheet nori 
Yellow miso paste 
Green chard 
Onion
Tofu ",2000-08-27,3
643249be362c27c707fe292a,64316ada362c27c707fe21b9,64315e59362c27c707fe15a5,64315d86362c27c707fe1545,4,Lo Mein,Vegetarian,Chinese,"Sauce
Vegetable
Chicken
Garlic
Sesame
Soy Sauce
Scallion
Chili pepper
Oyster Sauce
Onion
Cabbage
Bell Pepper
Minced garlic",2000-08-27,5
643249be362c27c707fe292e,64316ada362c27c707fe21b9,64315e59362c27c707fe15dc,64315d86362c27c707fe1545,4,Greek Lemon Potatoes ,Vegetarian,Greek,"Potatoes
Chicken stock
Olive oil
Lemon
Garlic 
Oregano
Salt
",2000-08-27,5
643249be362c27c707fe292c,64316ada362c27c707fe21b9,64315e59362c27c707fe15b1,64315d86362c27c707fe1545,4,Teriyaki Tofu,Vegetarian,Japanese,"Tofu
Soy sauce
Canola oil
Cornstarch
White peppe
Teriyaki Sauce
brown sugar
Rice vinegar
Dry sherry
Sesame oil
Ginger
Garlic
Rice
Scallions
",2000-08-27,5
643249be362c27c707fe292d,64316ada362c27c707fe21b9,64315e59362c27c707fe15b2,64315d86362c27c707fe1545,4,Kabocha Gratin,Vegetarian,Japanese,"Butter
Kabocha 
Garlic
Onion
Oyster mushrooms
Shimeji mushrooms 
Olive oil
Miso
Salt
Black pepper
Gruyere cheese
Panko
Elbow macaroni 
White Sauce
Unsalted butter
Flour
Milk (warm)
Pepper powder
Nutmeg 
Parsley ",2000-08-27,5
643249be362c27c707fe292b,64316ada362c27c707fe21b9,64315e59362c27c707fe1584,64315d86362c27c707fe1545,4,Grilled Chicken Wrap,Non-vegetarian,Indian,"Chicken
Chili powder
Garlic
Cheese
Corn
Red bell pepper
Avocado
Flour tortilla",2000-08-27,5
643249c0362c27c707fe2e4f,64316ada362c27c707fe2375,64315e59362c27c707fe15c5,64315d86362c27c707fe1545,10,Thai Pumpkin Soup,Vegetarian,Tai,"Pumpkin 
Sunflower oil
Onion
Ginger
Lemongrass
Thai red curry paste
Coconut milk
Vegetable stock
Lime
Sugar
Red chilli",2000-08-27,2
643249c0362c27c707fe2e51,64316ada362c27c707fe2375,64315e59362c27c707fe15ca,64315d86362c27c707fe1545,10,Chicken Satay With Peanut Sauce,Non-vegetarian,Tai,"Coconut milk
Sodium soy sauce
Yellow curry powder
Turmeric
Garlic
Ginger
Sugar
Fish sauce
Chicken
Canola oil
Salt 
Black pepper
Peanut butter
Lime
Sugar
Garlic sauce",2000-08-27,2
643249c0362c27c707fe2e52,64316ada362c27c707fe2375,64315e59362c27c707fe15c9,64315d86362c27c707fe1545,10,Chicken With Chillies & Cashews,Non-vegetarian,Tai,"Chicken
Salt
Pepper
Egg
Cornstarch
Chinese Chilli Recipe
Onions
Cashew nuts
Onion leaves
Oil ",2000-08-27,2
643249c0362c27c707fe2e50,64316ada362c27c707fe2375,64315e59362c27c707fe15d5,64315d86362c27c707fe1545,10,Pastrami Sandwich,Non-vegetarian,American,"Butter
Bread 
Provolone
Swiss cheese 
Pastrami 
Sauerkraut 
Mayonnaise 
Mustard ",2000-08-27,2
643249c0362c27c707fe2e4e,64316ada362c27c707fe2375,64315e59362c27c707fe15a4,64315d86362c27c707fe1545,10,Garlic Sesame Noodles,Vegetarian,Chinese,"Oil
Sriracha
Soy sauce
Garlic
Sesame oil
Ginger
Rice vinegar
Honey
Rice noodles
",2000-08-27,2
643249be362c27c707fe281d,64316ada362c27c707fe2162,64315e59362c27c707fe15b0,64315d86362c27c707fe1545,3,Vegetarian Japanese Curry,Vegetarian,Japanese,"Cauliflower
Corn
Green beans
Okra
Zcchini
Crimini mushroom
Portobello mushroom
Shiitake mushroom
",2000-08-27,1
643249be362c27c707fe281f,64316ada362c27c707fe2162,64315e59362c27c707fe157e,64315d86362c27c707fe1545,3,Thandoori lamb chops,Non-vegetarian,Indian,"Yogurt
Lamb chops
Lemon
Garlic 
Salt
Gram masala
Chili powder
Turmeric powder
Ginger",2000-08-27,1
643249be362c27c707fe281e,64316ada362c27c707fe2162,64315e59362c27c707fe15bd,64315d86362c27c707fe1545,3,Hitsumabushi,Non-vegetarian,Japanese,"Dashi
Kobucha
Unagi
Unagi Sauce 
Rice
Onion
Sprig mitsuba
White sesame seeds
Sansho pepper",2000-08-27,1
643249bf362c27c707fe2ca3,64316ada362c27c707fe22e5,64315e59362c27c707fe15d3,64315d86362c27c707fe1545,4,Classic Apple Pie,Vegetarian,American,"Apples
Sugar
Lemon
Flour
Cinnamon
Salt
Disks Pie Dough
Egg
Vegetable shortening
Apple cider vinegar
Butter",2000-08-27,1
643249bf362c27c707fe2ca4,64316ada362c27c707fe22e5,64315e59362c27c707fe15a9,64315d86362c27c707fe1545,4,Mango Chilli Chicken,Non-vegetarian,Chinese,"Chicken
Avocado
Mango
Cilantro 
Broccoli
Olive oil 
Lime juice
Chili powder
Cumin 
Garlic 
White rice 
Chicken broth 
Butter
Salt
pepper",2000-08-27,1
643249be362c27c707fe2699,64316ada362c27c707fe20dd,64315e59362c27c707fe15d9,64315d86362c27c707fe1545,8,Chicken A La King,Non-vegetarian,American,"Butter
Mushrooms 
Flour
Chicken
Milk
Egg 
Heavy creamy
Frozen peas
Drained pimientos
",2000-08-27,1
643249be362c27c707fe2697,64316ada362c27c707fe20dd,64315e59362c27c707fe1594,64315d86362c27c707fe1545,8,Sauerkraut Pie,Vegetarian,French,"Bratwurst
Sauerkraut
Swiss cheese
Cheddar cheese
Biscuit
Pancake mix
Garlic
Milk
Beer
Eggs",2000-08-27,1
643249be362c27c707fe2696,64316ada362c27c707fe20dd,64315e59362c27c707fe158e,64315d86362c27c707fe1545,8,Pasta Bake with Sausage,Non-vegetarian,Italian,"Olive oil
Pork sausages
Onion
Garlic
Chilli
Tomatoes
Pasta ",2000-08-27,1
643249be362c27c707fe2698,64316ada362c27c707fe20dd,64315e59362c27c707fe15e3,64315d86362c27c707fe1545,8,Briam,Vegetarian,Greek,"Potatoes 
Zucchini squash
Pepper
Oregano
Dried rosemary 
Parsley
Garlic
Olive oil
Tomatoes
Onion",2000-08-27,1
643249bf362c27c707fe2a88,64316ada362c27c707fe222a,64315e59362c27c707fe15d6,64315d86362c27c707fe1545,7,Chicken Over Rice,Non-vegetarian,American,"chicken
Lemon 
Oregano
Coriander seed
Garlic
Olive oil
Salt 
Black pepper
Canola oil
Butter
Turmeric
Ground cumin
Basmati rice
Mayonnaise
Greek yogurt
Sugar
White vinegar
Parsley
Tomato",2000-08-27,3
643249bf362c27c707fe2a85,64316ada362c27c707fe222a,64315e59362c27c707fe15b6,64315d86362c27c707fe1545,7, Yaki Onigiri,Vegetarian,Japanese,"Rice 
Salt
Neutral-flavored oil
Soy sauce",2000-08-27,3
643249bf362c27c707fe2a84,64316ada362c27c707fe222a,64315e59362c27c707fe157d,64315d86362c27c707fe1545,7,Pina colada with pork ribs,Non-vegetarian,Indian,"Pork
Oil
Pine apple
Salt
Jaggery
Giner
Mint leaves",2000-08-27,3
643249bf362c27c707fe2a87,64316ada362c27c707fe222a,64315e59362c27c707fe158c,64315d86362c27c707fe1545,7,Chicken Milanese,Non-vegetarian,Italian,"Eggs
Salt
Black pepper
Flour
Bread crumbs
Chicken
Vegetable oil
Lemon",2000-08-27,3
643249bf362c27c707fe2a86,64316ada362c27c707fe222a,64315e59362c27c707fe159f,64315d86362c27c707fe1545,7,Confit de canard,Non-vegetarian,French,"Duck meat
Salt
Onion
Garlic
Black pepper
Thyme",2000-08-27,3
643249bf362c27c707fe2ad7,64316ada362c27c707fe2247,64315e59362c27c707fe1583,64315d86362c27c707fe1545,1,Malabar Chicken Curry,Non-vegetarian,Indian,"Oil
Onion
Cloves
Coconut
Ginger
Grand masala
Pepper
Chicken
Cinnamon
Mustard seeds",2000-08-27,4
643249bf362c27c707fe2a40,64316ada362c27c707fe2214,64315e59362c27c707fe1593,64315d86362c27c707fe1556,10,Vegetarian Bourguignon,Vegetarian,French,"Braising steak
Bay leaves
Red wine
Oil
Carrots
Onions
Falour
Tomato
Butter
Bacon lardons
Onions
Mushrooms
Parsley",1926-03-25,3
643249bf362c27c707fe2a41,64316ada362c27c707fe2214,64315e59362c27c707fe157e,64315d86362c27c707fe1556,10,Thandoori lamb chops,Non-vegetarian,Indian,"Yogurt
Lamb chops
Lemon
Garlic 
Salt
Gram masala
Chili powder
Turmeric powder
Ginger",1926-03-25,3
643249bf362c27c707fe2a3f,64316ada362c27c707fe2214,64315e59362c27c707fe1570,64315d86362c27c707fe1556,10,Fish rice and curry ,Non-vegetarian,Sri Lankan,"Rice 
Vegitables
Coconut oil
Fish
Sri Lankan spices
",1926-03-25,3
643249bf362c27c707fe2c30,64316ada362c27c707fe22be,64315e59362c27c707fe157f,64315d86362c27c707fe1556,5,Keema Samosa with Yogurt Dip,Non-vegetarian,Indian,"Yogurt
Keema
Onion
Hung curd
Gram masala
Garlic
Ginger",1926-03-25,2
643249bf362c27c707fe2c2f,64316ada362c27c707fe22be,64315e59362c27c707fe15c4,64315d86362c27c707fe1556,5,Spicy Thai Noodles,Vegetarian,Tai,"Pasta
Red pepper
Vegetable oil
Sesame oil
Chili paste
Soy sauce
Honey
Carrots
Peanuts
Cilantro
Sriracha
Sesame seeds ",1926-03-25,2
643249bf362c27c707fe2c31,64316ada362c27c707fe22be,64315e59362c27c707fe159a,64315d86362c27c707fe1556,5,Vegetarian pot-au-feu,Vegetarian,French,"Carrots
Leeks
Cabbage
flat-leaf parsley
Salt
Black pepper",1926-03-25,2
643249bf362c27c707fe2c2e,64316ada362c27c707fe22be,64315e59362c27c707fe15d4,64315d86362c27c707fe1556,5,Broccoli quinoa cakes,Vegetarian,American,"Quinoa
Broccoli
Scallion
Basil, dill
Italian parsley
Egg
Salt
Pepper
Garli
Almond flour 
Cheese
Oil ",1926-03-25,2
643249bf362c27c707fe2c32,64316ada362c27c707fe22be,64315e59362c27c707fe1576,64315d86362c27c707fe1556,5,Chana masala ,Vegetarian,Indian,"Chickpea
Vegetable
Onion
Garam masala
Garlic
Chili pepper
Tomato
Coriander
Cumin
Ginger
Salt",1926-03-25,2
643249be362c27c707fe2779,64316ada362c27c707fe212c,64315e59362c27c707fe15d2,64315d86362c27c707fe1556,7,Avocado Toast,Vegetarian,American,"Bread
Avocado
Salt",1926-03-25,4
643249be362c27c707fe277a,64316ada362c27c707fe212c,64315e59362c27c707fe1591,64315d86362c27c707fe1556,7,Creamy Garlic Salmon,Non-vegetarian,Italian,"Salmon
Salt
Pepper
Olive oil
Butter
Garlic
Onion
White wine 
Oil
 Spinach leaves
Parmesan cheese
Cornflour
Parsley",1926-03-25,4
643249be362c27c707fe277b,64316ada362c27c707fe212c,64315e59362c27c707fe157e,64315d86362c27c707fe1556,7,Thandoori lamb chops,Non-vegetarian,Indian,"Yogurt
Lamb chops
Lemon
Garlic 
Salt
Gram masala
Chili powder
Turmeric powder
Ginger",1926-03-25,4
643249be362c27c707fe27cb,64316ada362c27c707fe2148,64315e59362c27c707fe15bc,64315d86362c27c707fe1556,10,Tempura udon,Non-vegetarian,Japanese,"Vegetables
Frozen udon noodles
Dashi powder
Mirin
Soy sauce
Sugar, optional
Fsh cake
Onions
Chile flakes",1926-03-25,5
643249be362c27c707fe27ca,64316ada362c27c707fe2148,64315e59362c27c707fe15d9,64315d86362c27c707fe1556,10,Chicken A La King,Non-vegetarian,American,"Butter
Mushrooms 
Flour
Chicken
Milk
Egg 
Heavy creamy
Frozen peas
Drained pimientos
",1926-03-25,5
643249be362c27c707fe27cc,64316ada362c27c707fe2148,64315e59362c27c707fe1582,64315d86362c27c707fe1556,10,Chicken Malai Kebab,Non-vegetarian,Indian,"Chicken
Oil
Coriander leaves
Butter
Masala powder
Fresh cream
Corn flour
Garlic
Salt
Mozzarella cheese
Corn flour",1926-03-25,5
643249be362c27c707fe2932,64316ada362c27c707fe21ba,64315e59362c27c707fe1577,64315d86362c27c707fe1556,5,Palak paneer,Vegetarian,Indian,"Paneer cheese
Spinach
Butter
Onion
Garam masala
Garlic
Tomato
Chili pepper
Cream
Cumin
Singer
Salt
Dhaniya Powder
Fenugreek leaves
",1926-03-25,3
643249be362c27c707fe292f,64316ada362c27c707fe21ba,64315e59362c27c707fe1595,64315d86362c27c707fe1556,5,Aligot,Vegetarian,French,"Cheese
Potato
Cream
Butter
Garlic
Salt
Mozzarella
Gruyère cheese
Black pepper
Unsalted butter",1926-03-25,3
643249be362c27c707fe2931,64316ada362c27c707fe21ba,64315e59362c27c707fe15da,64315d86362c27c707fe1556,5,Steak Diane,Non-vegetarian,American,"Beef
Salt
Beef broth
Worcestershire sauce
Dijon mustard
Tomato paste
Butter
Cognac 
Heavy cream
Black pepper
Chives",1926-03-25,3
643249be362c27c707fe2930,64316ada362c27c707fe21ba,64315e59362c27c707fe157c,64315d86362c27c707fe1556,5,Mutton korma,Non-vegetarian,Indian,"Mutton
Curd
Suffron
Salt
Ginger
Garlic
Oil
Ghee
Cashews
",1926-03-25,3
643249bf362c27c707fe2c84,64316ada362c27c707fe22da,64315e59362c27c707fe15cf,64315d86362c27c707fe1556,2,Maque Choux,Vegetarian,American,"Maize
Butter
Onion
Bell Pepper
Tomato
Cream
Garlic
Salt
Minced garlic
Black pepper
Celery",1926-03-25,5
643249bf362c27c707fe2c85,64316ada362c27c707fe22da,64315e59362c27c707fe15e2,64315d86362c27c707fe1556,2,Greek Chickpea Soup,Vegetarian,Greek,"Chickpeas
Onion
Olive oil
Bay leaf
Oregano
Pepper
Salt
Lemons
Flour
Vegetable stock",1926-03-25,5
643249be362c27c707fe273e,64316ada362c27c707fe211c,64315e59362c27c707fe15bb,64315d86362c27c707fe1556,5,Yakitori,Non-vegetarian,Japanese,"Chicken
Sake
Garlic
Soy Sauce
Mirin
Scallion",1926-03-25,5
643249be362c27c707fe273f,64316ada362c27c707fe211c,64315e59362c27c707fe15d9,64315d86362c27c707fe1556,5,Chicken A La King,Non-vegetarian,American,"Butter
Mushrooms 
Flour
Chicken
Milk
Egg 
Heavy creamy
Frozen peas
Drained pimientos
",1926-03-25,5
643249be362c27c707fe2740,64316ada362c27c707fe211c,64315e59362c27c707fe15d1,64315d86362c27c707fe1556,5,Fried Green Tomatoes,Vegetarian,American,"Green tomatoes
Eggs
Milk
Flour
Cornmeal
Bread crumbs
Salt
Black pepper
Vegetable oil",1926-03-25,5
643249bf362c27c707fe2ba8,64316ada362c27c707fe2291,64315e59362c27c707fe157e,64315d86362c27c707fe1556,9,Thandoori lamb chops,Non-vegetarian,Indian,"Yogurt
Lamb chops
Lemon
Garlic 
Salt
Gram masala
Chili powder
Turmeric powder
Ginger",1926-03-25,3
643249bf362c27c707fe2ce2,64316ada362c27c707fe22fb,64315e59362c27c707fe15cd,64315d86362c27c707fe1556,9,Thai chicken curry,Non-vegetarian,Tai,"Coconut oil
Onion
Chicken
Garlic
Ginger 
Ground coriander 
Coconut milk
Carrots
Thai red curry paste 
Fresh spinach
Lime 
Brown sugar
Cilantro ",1926-03-25,5
643249bf362c27c707fe2ce3,64316ada362c27c707fe22fb,64315e59362c27c707fe158c,64315d86362c27c707fe1556,9,Chicken Milanese,Non-vegetarian,Italian,"Eggs
Salt
Black pepper
Flour
Bread crumbs
Chicken
Vegetable oil
Lemon",1926-03-25,5
643249bf362c27c707fe2ac3,64316ada362c27c707fe2241,64315e59362c27c707fe15db,64315d86362c27c707fe1556,3,Skordalia ,Vegetarian,Greek,"Garlic
Potatoa
Olive oil
Salt
Lemon
Black pepper
Juice
Red wine vinegar",1926-03-25,2
643249bf362c27c707fe2ac1,64316ada362c27c707fe2241,64315e59362c27c707fe1586,64315d86362c27c707fe1556,3,Homemade Vegan Margherita Pizza,Vegetarian,Italian,"White bread flour
Yeast
Sugar
Olive oil
Tomato sauce
Passata
Basil leaves
Garlic
Mozzarella cheese
Chilli oil ",1926-03-25,2
643249bf362c27c707fe2ac2,64316ada362c27c707fe2241,64315e59362c27c707fe1573,64315d86362c27c707fe1556,3,Sambol,Vegetarian,Sri Lankan,"Sri Lankan spices
Coconut 
",1926-03-25,2
643249bf362c27c707fe2ac4,64316ada362c27c707fe2241,64315e59362c27c707fe1592,64315d86362c27c707fe1556,3,Chicken Penne Pasta,Non-vegetarian,Italian,"Tomatoes
Basil
Olive oil
Balsamic vinegar
Garlic
Black pepper
Penne pasta
Chicken
Salt
Unsalted butter
Flour
White wine
Heavy cream
Italian seasoning
Red pepper
Parmesan cheese",1926-03-25,2
643249be362c27c707fe2658,64316ada362c27c707fe20c9,64315e59362c27c707fe15e6,64315d86362c27c707fe1556,9,Gemista,Non-vegetarian,Greek,"Rice
Tomato
Ground meat
Olive oil
Eggplant
Onion
Salt
Potato
Garlic
Zucchini
Parsley
Bell Pepper
Black pepper
Tomato paste
Green bell pepper
Textured vegetable protein
Mint
",1926-03-25,1
643249be362c27c707fe2657,64316ada362c27c707fe20c9,64315e59362c27c707fe15d1,64315d86362c27c707fe1556,9,Fried Green Tomatoes,Vegetarian,American,"Green tomatoes
Eggs
Milk
Flour
Cornmeal
Bread crumbs
Salt
Black pepper
Vegetable oil",1926-03-25,1
643249bf362c27c707fe2dbe,64316ada362c27c707fe2345,64315e59362c27c707fe1593,64315d86362c27c707fe1539,8,Vegetarian Bourguignon,Vegetarian,French,"Braising steak
Bay leaves
Red wine
Oil
Carrots
Onions
Falour
Tomato
Butter
Bacon lardons
Onions
Mushrooms
Parsley",1998-05-19,5
643249bf362c27c707fe2dbf,64316ada362c27c707fe2345,64315e59362c27c707fe15e9,64315d86362c27c707fe1539,8,Soutzoukakia,Non-vegetarian,Greek,"Olive oil
Ground meat
Bread
Tomato
Tomato Sauce
Beef
Onion
Egg
Garlic
Salt
Cumin
Parsley
Black pepper
Bread crumbs
Tomato paste
Cinnamon
Bay leaf
Ground beef",1998-05-19,5
643249bf362c27c707fe2dbb,64316ada362c27c707fe2345,64315e59362c27c707fe157f,64315d86362c27c707fe1539,8,Keema Samosa with Yogurt Dip,Non-vegetarian,Indian,"Yogurt
Keema
Onion
Hung curd
Gram masala
Garlic
Ginger",1998-05-19,5
643249bf362c27c707fe2dbc,64316ada362c27c707fe2345,64315e59362c27c707fe15d7,64315d86362c27c707fe1539,8,Corn Dog,Non-vegetarian,American,"Flour
Egg
Cornmeal
Salt
Baking Powder
Buttermilk
Sausage",1998-05-19,5
643249bf362c27c707fe2dbd,64316ada362c27c707fe2345,64315e59362c27c707fe1573,64315d86362c27c707fe1539,8,Sambol,Vegetarian,Sri Lankan,"Sri Lankan spices
Coconut 
",1998-05-19,5
643249be362c27c707fe26e4,64316ada362c27c707fe20f9,64315e59362c27c707fe15d2,64315d86362c27c707fe1539,8,Avocado Toast,Vegetarian,American,"Bread
Avocado
Salt",1998-05-19,4
643249be362c27c707fe26e2,64316ada362c27c707fe20f9,64315e59362c27c707fe15cd,64315d86362c27c707fe1539,8,Thai chicken curry,Non-vegetarian,Tai,"Coconut oil
Onion
Chicken
Garlic
Ginger 
Ground coriander 
Coconut milk
Carrots
Thai red curry paste 
Fresh spinach
Lime 
Brown sugar
Cilantro ",1998-05-19,4
